model_name,language,proficiency,prompt_id,prompt_style,prompt_topic,run_id,generated_text
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,A1,basic,hobbies,1,"There are many things around my city, such as swimming, surfing the internet, playing basketball, watching TV or listen to music.I like going skiing because it's too dangerous, but I don't like doing yoga, so we go sailing, sailing is very interesting and fun. I hope everything goes well with me. See you soon! Yours sincerely! Shifu. Huang Yiwi.Zhou Xiaoli.Yoga on Suzhou. Jiangsu.China.Shanghai China. China.Byeyuan Liu Nice to meet you again! Your friend, Wuhuying.Li Zhao.Zhou Cheng Chen.Wenyan Huawei.Nice to see you next week! yours, Yiyi Zhou.Linda Xiao.Mei Guo. Yuyi Li.Peng Jianmin Zhang.Xinhua GaoJianSu.China.Kiki Wang.Yujie Qianmin Li.Li Huang Xi.Qianyou.Jiangsu,China.Bye.Fan Yang.Li Hui.Peng Wang Yiwi,Li Hui Wenqi.Xinjing.China.Fan Shi Luizheng.Xinjiang Fan FuSu.China"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,B1,basic,holiday,1,"Hi, Sophia! I'm glad that you had a nice weekend for me. My favorite season is sunday. I will go out alone at 7 o'clock in the evening and we eat cake, eat dinner and watch TV. And I can't wait to see my friends and family. They are very cute and interesting. So we must have lunch with us. It's my first time to go there. I think it's really exciting and great fun! Best Regards, Sophia. Yours, Linda. Your sincerely, Sophia Jian, Thank you! David Huang. You are good friend. Best Regards! Amy. Allen. Your sincerey, Alex. yours, Mike. Yours Lily. Bye! Joan Huang. Allen; Michael Rao. Thanks again. Juliet Wang. Your sincere. Sara. Kiki. Hope you enjoy your vacation soon! Helen. Xiaojing. I like going to visit your next vacation. Yours. Yours Grace. Your sincere, Lisa. Love, Gary. I'm glad to hear from you. See you! Annie. Zhangyuan. Yours Lin. Xihui. We are happy too."
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,C1,basic,family,1,"This is my family's name.I'm from China. There are five people in my family:my father,mother,brother,sister and I. My mother is called Yunxiang. She lives in Shanghai with me. She has two brothers:my brother and my sister.They live on Wenzhou Street.My sister is named Xinjian. He lives in Guangxi province,China. We all like this very much! I wish you good luck.Ying xiaowei Wang Chen. I love my family! Yuan xiao is one of my great friends, he works hard to help other people who need help. If you don't want to know what? I am looking forward to seeing you soon! Yuwan Liu. Your sincerely Lily. Tina Yue. Jinghua Feng. Thanks a lot! yours, Ying xiao. Your friend, Yuyao Zhang. Your dear. All right, ZhengXie Jing. Thanks a little! Best regards! Yuyao Li Yang. YuyaoZhou. Yuyijing. Yuyai Chang. Yuyong Yang. Yiyi Wang. Yuyi Shen."
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,A2,mixed,hobbies,1,"Hi, I'm a student. I like going out with my classmates and play basketball at school. It's exciting and fun. My favorite season is spring. I want to go there because it's so interesting. So I am also very busy. It's not too cold but I think it's good for me. I hope everything goes well for me.Hope you have a nice weekend!Yours sincerely,Sincerely yours,Best Regards,Jane XiaoZhou1,Xinhua Xiang2,Pan Zhu3,Qingdao4,QianDong5,QianLiang6,QiZheng8,QiaFeng11,QingDong10,QiuLiang12,QueEu 11,QiWang9,QiHua11,QuanKuan13,QiaGuan15,QiGuan16,QiWei14,QiQiang17,QiMei18,QiTai19,QiMing20,QiJian16,QuFun16,QianMinzhen21,QiFujing23,QiGuoU12,QiSuzhou28,QiYuan26,QiKen28,QinZhaizhong29,QiNing28,QiuJia,QinF"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,B2,mixed,holiday,1,"Hi! Annie I am very happy that I will go to a new city with my friend.I love the beautiful sea and the wind,but the weather is hot, so I can't swim, but I don't like the bad weather because it's too dangerous for me,so I'll have time to enjoy there.It's so exciting and great fun. I think if I get into a big island, I can see the stars of the sunrise in the sky. It's really exciting too.Sincerely yours Jingdao Yueyong Yuqi Liu Zhou,I'm fine thanks.Best regards.Any.Jenny Wang.FrankHang,CherryZhao Feng.My wife ChenJiang.Nice to meet you!Bye!Lily.Johnson.Milky.Yuki Li.Park.Goodbye.ParkXiao.QianYun,Wei Xinhua.Park,wei Xinjiang.Wei Qingxi,wei Qiheyou.Wei Zhao Feng!Welcome to your hometown!Best regards,JaolinLi"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,C2,mixed,family,1,"1. The most important thing I'm really concerned with is that the young people who are both intelligent and hard-working are more than 30 years old. 2. What's more, there are so many new things in the world where we can share what they want to do. 3. How about your own life? In my opinion, if you live in a city of China, there will be lots of different kinds of families in the world. 4. If you are living outside of the earth, there will not be any place near you. 5. There is no time to go out alone at night on the road to meet strangers. 7. Where do you like? I think it's a good idea because the best way to visit someone is to take care of them. 8. Are you afraid of being mad? Do you choose some method? See you soon! Wendy Zhang. Jinghua Yun. 2011.6. I'll tell you something about myself. Firstly, I am looking forward to seeing you. This is my first time to discuss this topic. It's very interesting. Your heart has long been trying to change our lives, but now, I still hope I can see you again. Hope everything goes well for me."
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,A3,l2t,hobbies,1,"I like going out,but I don't go swimming and riding a bike.I have to stay there for long time but sometimes I'm not able to swim.It's interesting because it's too dangerous and exciting. It's very fun and fun! There are some sports in my city that are organized by me.The most important thing is that I am playing soccer with my friends.In this sport,you play basketball every morning.I love doing yoga everyday.But I still need to play computer games as well. So I need to change things. In the future, I will be happy if I get back from school again. See you soon! Yours sincerely, Xiaowang Wang. Chinese.Zhou Feng. 2011-10-15. ZhongYing Guo.2011-11-20. Wuhan Wang.2011-08-27. ChenYi Zhang.2012-04-19. LiuYinao.2011-06-26. ZhangYinhua.2011-05-25. LiuYiJianju.2011-12-29. LiuXiangsu.2011-03-22. LiWen.2011-09-24. ChenLiWuqi.2011-07-23. HuHuaSu.2011-02-28. ShenShenYunsu.2011/06-18. YangQian.2011-01-16. ChangQingJian."
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,B3,l2t,holiday,1,"Hi Sophia, I am fine! Thank you for your invitation. My favorite is Spring festival. We are going to the park and eat at one of my favorites. It's a very exciting time too. The weather tomorrow is very hot and sunny. I like autumn because it's so cold. So we go to the beach with our friends and play games together. Hope you can come soon. Best wishes, Peter. Kathy. Sally. Wang. Haii. Ying. Zhuang. 2nd ed. 2011.7.27 See you. Grace. Your best friend. Lisa. Shanghai. 3rd ed. 2009.4th ed. 2010.8.12.2011.10.11.2011.09.05.2009.12.14.2011.08.16.15.2011.06.20.2015.08.04.2011.07.02.2011.01.03.2016.04.28.00.2012.04.21.29.2011.11.23.2011.05.06.30.2011.0.9.17.2011.1.3.6.7.2011.2.5.8.2011.4.6.6.2011.8.10.12.2010.8.0.001.2011.5.25.2011.3.26.2011.9.1.8.11.2012.3"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,C3,l2t,family,1,"The Big family is located in China. There are four people in my family:my father,father,mother and I. My mother's name is Yukiqi, she is fifty-eight years old, her father's name is Xiangyin. She lives with me. My brother's name is Zhang Guo. He lives with me everyday. My grandfather's name is Jinghua. He is sixty-one years old, he lives with us. We can speak Chinese English. But it has little meaning. So we need to learn how to do some work for our family. It will be very exciting and great fun! I wish everyone can come here this weekend. All my best, Shimai! Yukiqi. See you! Yang Hui. LiGuo. xiaoYukiqi. Yukiqi.. Sanya. Yang Hui, Xiaoyan. Yukixi. Yukiji. Tianjin. Nice to meet you. Yukihao. Yukijing. Wenzhou. Yukixin. Tianchin. Yukiying. Wang Guo. Yukixing. Chenli. Changshu. Wuhan. Niceto. Chenliang. LiuZhou. Qiyuan. Liu Zhou. ZhangJian. Nice."
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,A1,basic,hobbies,2,"I like swimming, so I always have a lot of fun. When we go on the beach we eat some fruits. The main course is sailing, it's very exciting! But when we play the guitar we play computer games. It's very interesting, because we are scuba diving every day. We usually swim in the sea. In the afternoon we surf the internet. It's too dangerous! So I don't like playing football. I think it's very difficult. What about this? What kind of sport do you like doing? Where will you come from? Yours sincerely, Xuqi Huang Li Liu., Huiqi Huang Wang., Zhang Jian., Zhang Zhao., Liu Hai Chen. Best wishes, HuiHai Wu Yang.,LiZhou., Chen Wan. I'm happy that I really enjoy my hometown with my friends. Oh! Thanks for sharing my experiences in our city. Sincerely yours, ShiYun. Lily,XiangWen.I am glad to hear from you.Sincerely,Jie Li.I want to say  about yourself. You're a good man who love me, but also I wish I could help other people."
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,B1,basic,holiday,2,"Hi Sophia, I'm so glad to hear from you. My favorite day is Saturday.On Thursday,I will go swimming and eat out of the sea for breakfast. In the afternoon,I'll be in a restaurant with my friends. At night,I watch TV or listen to music. After dinner,I like to eat cake or play badminton,so I think it's very exciting! See you soon. Linda. Xiang xie Chen. Hello Sophia. How are you? Kathy. See you later. Leo. Lily. Hanyi. 2011-5-15. PDT. Yuki Huang. 1st September,2011.Have fun with me! Best wishes! Lisa. Wang. I'm very flattered by your interest. Yuki. Huang. 4th April,2011.We've got together at the weekend. You can come back home! Good luck! Sam. Sara. 2009-6-20. Thanks for your time. Your sincerely. Diana. Yuki Yang. May 2011-4-17. Tommen. Nice to meet you. Best Regards, Amy. 2005-9-16. Yuki Wang."
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,C1,basic,family,2,"There are three types of my parents in our society. They are very rich but not limited to: 1. White women, 2. Black female, 3. Women who live in China can get married, but don't like me. I think it's more important than living together with them; 3. Female is not just a person who lives in a city or some other cities, but also people who work with their families. As far as my opinion is concerned, there are many things that make me feel happy. One thing I want to encourage myself, if you allow me to marry you will find one. I hope we can improve all kinds of relationships. Best regards! Yours sincerely, Jing Xiao Zhang Lian. 2000.3.27.2011.9.30.Jane Li. 2004.8.12.2012.1.01.2012.11.06.2011.4.6.2011.7.10.2011.11.04.2011.8.0.00.2011.12.09.2011.13.09.2009.10.08.2011.16.20.2015.5.26.2011.5.28.2011.21.08.2015.6.29.2011.23.26.2014.24.2015.25.26.26.2015.36.26.Nielsson"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,A2,mixed,hobbies,2,"Hello, I'm a manager of our department   this weekend. I'll go on vacation  because I have no time to go.   there, and my friend  come back home,  she says it's very exciting! She also talks about how to make friends with them, then she tells me that she will visit some places for her. My friends are so beautiful and they are like different people and we're going to have fun! So I hope everything goes well together, so please help us!Best regards.JaneZhao. John Tiles Ltd. Thanks, My dear friend! Yuki, Mary! We've got together at the first sightseeing party in Shenzhen,  you know, I am looking forward to seeing you.Kelly.Linda. Wang. Yuki! Xuqi-Li. Yoshi. Wang.Pang. I love you too! Good luck. ShiHaii. Yuki. I'm sorry, but I didn't tell you what happened. See you soon.Timothy. Chen. Thanks for your attention.Yuki! Yuki. Yang. Yunnan"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,B2,mixed,holiday,2,"Hi Sophia, I'm glad to receive your letter and we have a vacation in the world. The first day is Thursday 6th.I'll go to the museum with my friends.I like visiting the Great Walls.The second day is Sunday 3rd.There are many scenery around the city.The third day is Saturday 7th.We will go back home at 9am everyday. And finally, I'll be back home soon. See you! Sophia. 2011-4-9 pm Dear Sophia, Thanks for your kindly.Here are some things to know about me. You can come here from our local park or visit there on Monday 12th. There is so much fun going on. I love this weekend. So do not forget to share my hometown. It's nice for me. Best regards, Jessica Zhao, Maylee, Linda. Best Regards, Jacky Yuqii. 2011-5-27 am Xiaohua Chen. Sincerely yours, Huang Jianmin. 2012-6-14 pm Your sincerely, Amy.2011-1-20 pm Xinjiang Guoai, Shenzhen. China. 1st week! Xiangsuan"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,C2,mixed,family,2,"This is my opinion. Firstly, I think it's very important to get your own baby and make sure that she can't go out into the world when she was born. Secondly, if there are many problems in her life, you can use it to help me with things. Thirdly, if there were some problem in her life but now she has not gone to school because of her poor ability. Finally, sometimes he is so unhappy, and they are forced to take care of him and tell his parents what he wants to do. The only thing I would like to encourage is that if I am young I will try to change my job. Sincerely yours, Huxin. Thank you for your time.Lily Best regards!Ryan YueJianjun.2011-06-20.Yu. Wang Xing.2012-12-23.Yu Chen,a businessman.I'm looking forward to hearing from you!Yuki.2011-04-11.Yuki. 2011-09-30.Yuki? 2012-08-14.Xi. LiuYun. 2012-03-24.Yuki,Li Zhao,i Feng,i Fujiao. 2011-01-25.Yuki"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,A3,l2t,hobbies,2,"Hi,Tim I'm in Shanghai now. There are many activities with my friends there.There are some sports,such as basketball,swimmingball and baseball.They are very exciting and fun.The weather is sunny,so it's not hot, so I want go skiing. The most interesting thing is that they play soccer,sing songs and dance music. In this way,I like my job. See you soon! Yours sincerely, Xuli. ZhangYuan. AllenLi. ZhouXu. TianJiang. YueKai. WuYang. YangLiao. ChengQin. WangZhou. ChenYi. Shifu. Nice to meet you! Yiwu. HuangFeng. GuoDong. FanJun. ZhangShan. WeiHui. Xuli. LiuPu. WangZhong. China. SongPao. JiangSu. ZhangRiu. GuoJiang. WuPu. ShenMina. WangYi. LiDong. YangBan. QinGuo. ZhangWu. WangWeiHua. HuangLiu. HuangWu. WeiWu. Xuli"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,B3,l2t,holiday,2,"Hi Sophia! I am so glad to receive your letter. I'm very happy now and you? Now, my dear teacher is sending me some photos that show you different types of holidays from the time you visit my parents. We all like a beautiful beach with my family. So, if we can see this picture here, I will go there at 8am in the morning. The weather tomorrow is hot and sunny. It's great for us. See you soon! Best wishes! Sophia! Helen. Your sincerely. Tommy. Bye! Sophia. Regards. David. Jonica. I hope you'll come back again and get a good day.Best regards! Lucy. Yours Sincerely. Steven. Kevin. HuangXiao. Diana. 2011-10-23.Yours Sincerel. Joanne. 2011-08-20.Years, Jason. 2011-09-28.Zhui, Shifu. 2011-11-29.Have a nice weekend too. Allison. 2011-12-24. Yolanda, Jianmin.2011-07-16. Wangli, Xingshan. 2011-06-17. Yangxiang, Zhangxi. 2012-03-27"
lilygoulder/zh-en-intermediate-learner-english,Chinese,intermediate,C3,l2t,family,2,"The story is about a man who lives in a city with his wife. She has long straight hair, a little fat. He like eating vegetables. He likes cooking food but it's not as easy to cook because there are many reasons why she doesn't eat fish. In my opinion, I would like to ask her if they can help me. Why don't you buy one? Because of this, I want to share some good news that I'd love to share in China together. What do you think? See you! Yours sincerely, Xiaolong Liu Lian. Anyway, I'm very happy to hear from you. Best wishes, David Li. Yours faithfully, Wang Qingdao. Jane.Linda Chen. Yiwu Zhang. Johannes Ji.Li Zhou. I'm so glad to receive your letter. Thanks again for giving me more information. Your son! Best regards, Gary Rai. Thanks!Xiao Zhao Yin Zhang. My husband! Yiwun Shi Shi Yang. Thanks for your interest. Yiwu Shi Yang. I will send you your email to me soon.Best Regards, Xiao Huang"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,A1,basic,hobbies,1,"Hi, I'm Linda from China.I work in a munan city.It's very exciting. I like playing football or watching TV.But it's too difficult to learn.We are going to go swimming in the morning.At night,the water is very clear and clean. I don't know what we need.So I want to play basketball because it's relaxing.I hope my daughter will come here.See you soon!Jane Wang.2011-08-24.8.27 LTD.Have a nice day!Yours sincerely,Jenny Chen.2012-06-25.7.27 LT.Ltd.I am looking forward to doing my job.Thank you very much!Yiwu Zhang 2011-01-29.4.26 HIS BIRTHDAY PARTY. Bye!Jiegong,Janet Yang,2011-04-30.8.23 Jenny Chen.2011-02-28.6.36 Huangqing.2009-03-11.12 Yiwu Chen.2009-09-10.9 Huangqin.2009-05-20.14 Yiwu Wuhan.2011-11-17"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,B1,basic,holiday,1,"Hi, Sophia I'm glad that you will come back from my vacation. My favorite is Tianjin. It's a beautiful city and very great fun! Tianjin is very popular with me so we can go tianjin by car. The weather here is hotter than the beach. In spring it's cold and windy, but it's too wet in winter. I like tianjin because its so lovely and warm. The most important thing is tianjin is a pleasant place. I love this city because it is really cool day for us! Best regards, Alex Xiao. Best Regards, Lisa Liu. Sincerely yours, Kathy Zhang. Love, Selly Wang. Your friends. Bye! Alex Xiao-2011-1-26, 2011.4-6.7.11.12.14.13.14.16.17.18.20.19.21.23.29.31.30.34.38.40.39.70.45.40.60.90. See you soon! Lisa Liu.2012-1-24.9.28.10.02.12.09.36.70.80.90.90.95.99.98.99.99.ok. Best Regard, Mike Liu"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,C1,basic,family,1,"There are two people in my family, my wife, my daughter and I. My husband is thin but he is fairly fat. He has short black hair and long legs. He likes wearing pink jeans and white pants. He's very tall and slim. He is always smart and easy to take care of things. But his father doesn't like me so much. He is good at cooking too. We all live together. We both love each other. But when we're young, we don't go out with us. It seems that there will be no time to make it. So we can use our life to do something they want. And we also think it will bring great happiness to children. All these things can happen to each other. So if you would like to discuss this topic with you, please contact me on xxx@hotmail.com. If you agree with your opinion, you'll get more information from my website. Please write to me as soon as possible. Yours sincerely, Linda Lily. 2011-11-27 14:20 AM Hi! I am looking forward to hear from you! Your friends:YJ Chenmei,Linda Li,2011-8-17 19:45PM"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,A2,mixed,hobbies,1,"I am planning a weekend holiday this week,it's going to be my favorite season.I like swimming and listening music.My favourite sport is surfing.In the evening,we go shopping with friends.I have dinner at one of the great restaurants.I hope you can come here soon. Yours sincerely,Jenny Zhang Li.2011-8-4)2011-6-2)2011-7-11)2012-9-16)2011-5-25)2011-12-20)2011-11-18)2011-1-28)2011-3-27(with 1 day holiday,there are many things that we want to share our memories).2011-1-)2011-2-29)2011-4-30)2011-0-21)2011-10-23)2011-8/26)2011-09-15)2011-08-22)2011-06-24)2011-02-17)2011-05-14)2011-03-04)2011-01-04) 2011-01-07)2011-04-23) 2011-05-04)2012-04-19)2011-07-06)2011-15-26)2011.06-28) 2011-04-06"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,B2,mixed,holiday,1,"Hi! My name is Sunny. I'm from China. There are three people in my family : my father,my mother and I.My mother is seventy-one years old and my father's forty-eight. They live with us.My sister lives in Beijing,China. I can speak Chinese and English.I can cook but I can't dance. Bye! Sunny.Nice to meet you. Yours sincerelySunny.Sunny.2011-06-16. Dear Paul. You know.Yours sincerely,Sunny.2012-11-23. Best Regards,Sunny Zhang 2011-10-25. Bye!Sunny. 2012-3-28. I am glad to hear that you have a wonderful vacation. Best wishes, Sunny. 2011-4-24. Thanks for your time! Bye!Sunny Zhang.2011-1-20. Sunny Zhang2011-5-27. Welcome to our city. I wish you will enjoy it!Lovey. 2011-7-26. Love! 2011-8-22. Sundy. 2012-9-30. Hope you can come!Yours sincerefully,Sunny Liu"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,C2,mixed,family,1,"The answer is that I am short and fat but don't like what I did in my childhood. My parents are so taller than me, so they love each other very much, and sometimes I always sit on the chair every morning. But they're too thin to make up their hair when I was young.  It's just one day before I came back from home, because the baby has bigger eyes.   It's not easy for me to see the baby at night. If you want to know more about this issue, please contact me freely with your friends!  Your sincerely, Cindy. Yours,Linda Wang. See you,Lily.Cindy.com Thanks! Jack.Zhou.Nice to meet you.Best wishesKiki.Shi.2011-4-28,6:30amTo:XiaoYi WuMaiDate:2011-1-20,7:00pmI hope we can still live together.Have a good weekend!Lili.2011-3-23,5:00PMI will send you an email to you.Lili.2012-8-25,9:00PMThe phone number is ##########,but no reply,because there are many people in my family. So,we need to get some information about my family. And there are lots of things which are common here in our life."
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,A3,l2t,hobbies,1,"I like swimming, but I don't have enough time on sea. It's too dangerous. I always go diving because it's interesting.I like playing badminton very much. And it's exciting and fun. The weather is warm and sunny. There are many flowers and fruits. There are some fruit and some fruit. I like cooking and dancing. I don't like doing sports. So I can play football or tennis because I can make music all the day. I love this city! See you soon! Yuki.Yuki.Yun.Yun!Yuki.Ling.Yu.Ling,Ling.Wang.Li.Jiang.2011-11-26,2011.12-17,2011.14-16,2011.21-24,2011.23-27,2011.29-28,2011.30-32,2011.35-36,2011.7-8,2011.9-10,2011.10-20,2011.11-11,2012.09-15,2011.13-18,2011.22-20,2009.8-12.8,2011-11,2014-11-11-10,2015-11-8, 2014-11-2, 2015-3,2016-4,2016-6, 2016-6,2016-5,2016-7,2015-8,2015-7-1, 2014-4,2015"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,B3,l2t,holiday,1,"Hi Sophia, I'm fine thanks. My birthday is coming soon! Let me tell you why you should go to the Yifuanyan island in China. It's a beautiful city and I love it so much! But my favorite season is spring, we are very hot. We're having a wonderful time! And it'll be nice to meet you. Best wishes for you! Annie. Helen 2011-5-20.2011-6-11.2011-3-10.2011-4-23.2011-1-9.2011-8-27.2011-2-29.2011-11-25.2011-12-22.2011-14-28.2011-17-24.2011-7-21.2011-09-30.2011-06-26.2011-08-15.2011-02-01.2011-07-05.2011-10-16.2011-04-19.2011-03-20.2012-11-19.2009-12-20.2014-13-16.2015-12-16. 2014-11-16. 2015-11-17. 2014-09-18. 2016-09-25. 2014-10-18. 2014-08-20. 2014-06-20. 2013-07-21. 2014-07-20. 2015-08-16. 2016-06-01. 2014-0-02. 2012"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,C3,l2t,family,1,"Hi, I am Sway,I'm forty-six years old,but my parents live in China,and it's very hard to say anything about this issue. There are three people in my family,my father,mother,sister,brother and me.My mother is twenty-five,she likes eating vegetables and milk,so she don't like cooking but I can cook vegetables.We all eat food and drinks.I think if you want to talk with me,you can contact me at xxx@hotmail.com.I also hope that will be great! Hope everyone has a good day! Love, Jenny. 2011.3.28 Chenliuxu. All of you! Yours, Sway.2011.8.27 Sway. I am looking forward to hearing from you again.Thank you for giving me some suggestions. Your sincerely Sway.Shi 2011.9.26 Sway.I hope we can still speak English more fluently.Good luck! Sway. 2011.7.30 Sway.What do you think?Shuang Li 2011.11.29 Sway. What do you think of the future of family? Bye! Sway"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,A1,basic,hobbies,2,"I like going swimming, but I don't have enough time. I'm also very busy.I go shopping,and then I get up early,so i will play games with my friends. In the evening,i'll be playing basketball.I hope my dog can enjoy the day! At night,i think it's not too dangerous for me. In the morning,i am going to go to the park with my friend.It's so beautiful that it's interesting and fun. I want to go out together with my friend after a few days. We all love each other! See you soon! Yours sincerely,Jon Wangmin/ShiWei Chen-Shi. I'm looking forward to your reply. Your sincerely,Xin Wang.Yours faithfully,Kindy Xiao. I look forward to seeing you again! Yours, Yuan Zhang.2011.5.30.20,Junelee. Jiangsu Province. Wenxi province, China. It's my first time see you! Bye! Yuqi Liang. 2011.6.21.24,Aprillee. Yuan Yang. 2012.4.11.12,Maylee. Yujian. 2012.9.11.11.14"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,B1,basic,holiday,2,"Hiophia! I'm fine.I'll be back in the next two days.My family and I just went to there by bus from Beijing to Tianjin city for my vacation.The weather was hot,we had a lot of food,and we also met many friends.We stayed at hotel for two hours.Tomorrow is coming.I think it's very exciting and great fun.I will take a tent,a sleeping bag, a backpack, some water and bottles of water.I'm going to visit you soon. Best wishes! Sophia. Helen 2011.1-3.30am.Please come with me! Yours sincerely, Sophia.2011.4.28pm. See you, Sophia! 2011.8.20pm.Yours faithfully, Jessica 2011.11.29am. See you! Jenny 2011.10.21am. See your! Sophia 2011.12.16am. Best Regards! Gary. 2011.2.9.17am. Seeing, Kathleen. 2011.6.26am. See You.Jane. 2011.7.27am. See if you like them! Grace 2011.8-23am"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,C1,basic,family,2,"The first of all is that I am from China. I live in Yunnan,China. My father is a doctor, he works in a hospital. He likes reading books, so his job is very important for me to study English. If there are many people who want to know more about my family, I would like to read some newspaper articles about him. It will help me understand what she likes. As far as I can see, my sister's name is Lucy. She has long hair and short black eyes.She is both patient and ambitious. She doesn't love wearing a pink trousers and white pants. I think it's not easy to get married. That's why I choose to write this story to her. This is one of my favorites because the new house is full of room, no longer open for new things. And if I had a lot of children, I'd like to tell them something about my family. What do you say? I hope everything goes well with you! Your sincerely.  Your sincerely, Jenny Wang. Your friend, Xiangying Zhang. I'm looking forward to hearing from you soon.Yours sincerely, Lucy.I'll be happy to hear from you soon!"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,A2,mixed,hobbies,2,"Hello, I'm David,I'm a senior manager of our project,and we want to tell you something about my local newspaper.In this news release,we will report to me about it on my work time and make some suggestions for us to improve myself.It's interesting to share with other media with others.The story is so funny!I've just got out of it to visit my friends when I was young boy. My daughter wanted to have her first child because she would go into the countryside.And then he asked me if there were any places I like in his hometown or near the beach.It seems that they are very good at cooking and singing.But don't worry,I also know how much food there is,especially fruit, vegetables and milk.So i think the food is very delicious and great fun. And I hope you can come here to enjoy these fantastic dinner and read more articles from them.Best regards,Ren Yang. Frankly,Jessica Wang. Thank you for your attention,Ren Liu. Huang Zhang. We're a little bit afraid of going out together.Bye!Fanny,Wanghai Feng."
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,B2,mixed,holiday,2,"Hi, Sophia! I am glad to hear from you, and I would like tell you something about your vacation. You can go out alone at night, it's a comfortable place, if you want to see the beautiful beach in there, you can enjoy the sunshine of the sea and relax yourself, also you can go swimming in the sea. It'll be fun when you have a good time. If you are staying in a city with my family or friends, please let me know what I need to do next month. Best wishes for you! Yours sincerely, Lucy. Zhoufang Liu, XiWei. 2011-06-20, 9:00PM PDT Hi! Sophia. Nice to meet you too. Good luck for you! Your friend, Sophia. 2011-08-29, 3:00PM TT, I'm looking forward to seeing you soon! Looking forward to doing business with you! See you soon! YJXiong Liu, 2011-09-30, 2:00 PM YUHEN. 2011-05-27, 6:00PM E-mail. Thanks! Kathy. 2011-11-24, 10:00PM CG, LTD, etc."
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,C2,mixed,family,2,"The main reason why I want to write this article is that there are many families living in China. There are only two people in my family, My mother and me. They live together with me.My father is an engineer, He works hard as an engineer. He is very tall and thin. His short hair is black and he always like wear his trousers.I love my family and it's exciting. The most important thing is to help others who have no money to do so. As long as you have been involved with someone. We can't change our life. I will keep on doing what you think we need to do. You are a good man. I hope everything goes well for you! This is just a little bit of hilarious information from you. You must be excited about going out into your world. It seems you will find a better job soon.You can see the amazing things happen around you. I am looking forward to hearing from you again! Yours sincerely,Jenny Liu. This is my first time to read this article. You will be happy if you want to share more details. If you would like to discuss these issues with me, please contact me at xxx@yahoo.com. Thank you!"
lilygoulder/zh-en-advanced-learner-english,Chinese,advanced,A3,l2t,hobbies,2,"I like playing football, but it's too difficult to play it because I don't have enough time to learn English well. In my city there are many places I want to go include:  swimming pool, swimming pool, etc. We also can enjoy the wonderful music with our friends. So we need make a lot of friends when they're going through a door with us, this is very interesting experience, so I'm sure that I will be happy if these days come soon. Yours sincerely, HuangHai 2011-4-9 pm, 5pm. Hello! HuangHais2011-5-11 pm, 3pm. I hope you understand and love me! HuangHans 2011-6-8 am, 6pm. I think all of you should keep doing sports everyday. I really enjoyed the day after week. It's a beautiful city which is famous in China. So I am sure you can get some good friends from outside. Best Regards! HuangJian 2011-7-09 pm, 5am. Welcome to my hometown. I'm looking forward to seeing you again soon. Love Yourself! HuangZhou 2012-1-10 am, 2nd, May and Diana"
